序号,作者昵称,讨论标题,回应数,帖子网址
826,天一是管理￳员,211的废物应该叫什么呢,76,https://www.douban.com/group/topic/177555035/
827,眉毛长得很好,大家除了在学校都怎么认识异性啊,58,https://www.douban.com/group/topic/178591852/
828,孔刘的妹妹恐丑,来大学后感觉自己是真的智力水平比较低,92,https://www.douban.com/group/topic/177843406/
829,光头猛男,自制力极端差劲有什么方法介入吗……,152,https://www.douban.com/group/topic/177241332/
830,agaall,一位组内成员的观察和救赎建议（又名墙内开花墙外香）,39,https://www.douban.com/group/topic/178447219/
831,克里斯托弗,前十985本硕，加州大学伯克利分校，微软，腾讯总部工作经验，然后创业，陷入人生低谷。。。,342,https://www.douban.com/group/topic/176629377/
832,鹭章,专业调剂存在的意义是什么？还有别的国家采用这种录取方式吗？,7,https://www.douban.com/group/topic/179814473/
833,future,让我们欢迎新组员🤗,1,https://www.douban.com/group/topic/179910182/
834,小镇做题five,颓着的five想起了自己的父亲,16,https://www.douban.com/group/topic/179351591/
835,当潮,可能是小镇做题家的反面吧……但依旧是废物,134,https://www.douban.com/group/topic/177098917/
836,科科科,纯文科生从零开始 还有希望学会统计学吗？,28,https://www.douban.com/group/topic/179089413/
837,🙋,朋友们看到那个第二学士学位的新闻了吗？,90,https://www.douban.com/group/topic/178016697/
838,森么森么,跟我妈讲了最近跳楼的学生很多，她说是因为半年不学习他们散漫了,8,https://www.douban.com/group/topic/179758619/
839,毛线,five们高考超常发挥了吗（含投票）,151,https://www.douban.com/group/topic/177848119/
840,自由骑士段小薇,加量一颗舍曲林之后我变得外放而擅长社交,44,https://www.douban.com/group/topic/178664459/
841,南东北西,不开学心理要出问题了怎么办？,20,https://www.douban.com/group/topic/179138909/
842,five,大三想跨考但迟迟坚定不下来，一边还在担心大四论文写不出来毕不了业,17,https://www.douban.com/group/topic/179346357/
843,五十六只猹,作了首诗给大家打打气（？）,14,https://www.douban.com/group/topic/179344096/
844,文清,顶级废物985宅男宅女-混到人间的过程,113,https://www.douban.com/group/topic/177057937/
845,活动人偶,给大家分享一下我和我爸的聊天,50,https://www.douban.com/group/topic/177549163/
846,炸鸡狂热爱好者,调剂去一个双非普本读法硕还是再工作一两年申请LLM,108,https://www.douban.com/group/topic/178071271/
847,今天也要开心哟,农村留守做题选手的自述,88,https://www.douban.com/group/topic/177728158/
848,已注销,98five大学文学社招募啦❗️,70,https://www.douban.com/group/topic/178135405/
849,森森,想问问大家 yq对你们影响大吗？,180,https://www.douban.com/group/topic/177532088/
850,Paprika,各位有没有听你曾是少年听哭的,129,https://www.douban.com/group/topic/177712983/
851,daydayup,有没有很喜欢追星的five,128,https://www.douban.com/group/topic/177900452/
852,晴天---,985沪漂女，异乡感到忍不了非常孤独，如何才能不孤独,214,https://www.douban.com/group/topic/177160099/
853,想吃火锅,不要点赞啦！！！某天坑专业大二退学复读理转文 人生就是一场过山车,229,https://www.douban.com/group/topic/176713981/
854,taylor13swift,哪个省高考容易,255,https://www.douban.com/group/topic/177405376/
855,[已注销],本小镇被迫做题家就是个大巨婴,16,https://www.douban.com/group/topic/179254827/
856,今样,这是一个要求过分严格的世界,13,https://www.douban.com/group/topic/179440557/
857,云云云,高中自卑的有无,91,https://www.douban.com/group/topic/178182680/
858,你也不错哦,马上要去别的城市找工作，爸妈想尽办法想把我留在身边,6,https://www.douban.com/group/topic/179890810/
859,🏄‍♀️,毕业出国抑郁退学 决战five巅峰之超级巨婴,113,https://www.douban.com/group/topic/177779154/
860,天国之秋,大家害怕peer pressure吗？除了关朋友圈还什么办法从根本上矫正心态,43,https://www.douban.com/group/topic/178647922/
861,暮色晨光,小镇做题家的最好出路,49,https://www.douban.com/group/topic/178508193/
862,QWER,知道为啥我们这么难吗，因为全人类的平均上限已经变不出什么花儿来了。,8,https://www.douban.com/group/topic/179423820/
863,熬夜会秃头,敬请周知大一没有five,144,https://www.douban.com/group/topic/176990426/
864,拉文克劳肄业生,分享一个自我解救的方式,29,https://www.douban.com/group/topic/178473562/
865,江湖骗子,学业出现问题或者毕业有困难的同学还是建议不要隐瞒父母,1,https://www.douban.com/group/topic/180222774/
866,爱蘑人士,关于作弊跳楼那个新闻大家觉得有没有必要那么大肆报道,11,https://www.douban.com/group/topic/179471471/
867,麒麒,痛苦抑郁的大学四年回顾,24,https://www.douban.com/group/topic/178778257/
868,苏坡Women,【抱团取暖计划】小镇做题家985five们的出路,15,https://www.douban.com/group/topic/179129229/
869,YAGAMI,fw们会习惯性逃避吗？,36,https://www.douban.com/group/topic/178773769/
870,杏核,求问，组里有法学专业改行的朋友们吗,100,https://www.douban.com/group/topic/177873302/
871,江湖骗子,最怕的是又丑又穷又非酋成绩又差,11,https://www.douban.com/group/topic/179375231/
872,GYM Abigail,😣垫底法学生试图三个月过法考,89,https://www.douban.com/group/topic/177938023/
873,豆友216479732,有没有盆友还在后悔高考后的大学选择的。,44,https://www.douban.com/group/topic/178616341/
874,Philonous,Five同学们的身体素质是不是不大好，可以多去健身改善一下吗？,56,https://www.douban.com/group/topic/178156513/
875,山城区张钧甯,雅思在5个国家共考7次才到7，有比我考的次数多的同学吗,51,https://www.douban.com/group/topic/178370014/
876,猫,群里的five是不是大多是精力不济的人群，是不是天生精力不足就只能躺平？,267,https://www.douban.com/group/topic/176844548/
877,狒狒壮,top2直博five的故事有人听吗,30,https://www.douban.com/group/topic/178496690/
878,幻色蝶。,无法回头的城镇梦想家five,134,https://www.douban.com/group/topic/177680562/
879,化简可得,南方小镇five的26年,48,https://www.douban.com/group/topic/178175200/
880,299792,荒废了半年,10,https://www.douban.com/group/topic/179492538/
881,金智仁,今天面了个国企真的香,171,https://www.douban.com/group/topic/176760403/
882,哈波特与魔芋爽,infp因为一些奇怪的理想主义大学都没有入党...,178,https://www.douban.com/group/topic/177249632/
883,慕德,复盘一下我985five的七年,127,https://www.douban.com/group/topic/176729698/
884,吉弃兮,(原贴已删）211艺术five小镇做题家艺术生经历,156,https://www.douban.com/group/topic/177493666/
885,小破站忠实用户,感觉组内好多bnuer？,44,https://www.douban.com/group/topic/178579589/
886,平底锅与rose,正面父母典范分享,59,https://www.douban.com/group/topic/178195938/
887,没收我的收藏键,不妥删！有没有属于非名校的five小组？,12,https://www.douban.com/group/topic/179288755/
888,lin,英语不错的，可以去辅导下英语,210,https://www.douban.com/group/topic/176670629/
889,清欢,感觉five与原生家庭关系很大，想知道大家是怎么想的。（本人深受其害）,23,https://www.douban.com/group/topic/179001715/
890,T.S.,要不要读文科博士呢,27,https://www.douban.com/group/topic/178913804/
891,滑盖棺材,求支招 一周能学会线性代数吗,148,https://www.douban.com/group/topic/177680708/
892,Zora,吐槽&经历｜让我来撕破计算机专业的白月光面具（对计算机动心的孩子都来看）,287,https://www.douban.com/group/topic/176752292/
893,梅遏,父母是教师的小镇做题家应该挺多的，教师家庭出身的小孩自卑压抑的也不少,12,https://www.douban.com/group/topic/179233613/
894,江湖骗子,大家会不会有在慕强和认怂两个极端之间纠结的感觉呀,30,https://www.douban.com/group/topic/178164277/
895,跑路就在一瞬间,每天都在逃避、拖延、自责中度过,14,https://www.douban.com/group/topic/179218862/
896,云风,父母是商人的似乎不多,149,https://www.douban.com/group/topic/177405640/
897,Solsy,请问大家是如何维持正常社交&认识新朋友的呢,126,https://www.douban.com/group/topic/177293035/
898,爱谁谁爱咋咋,末流985废物待业两年最近在肯德基打兼职工准备考编制,99,https://www.douban.com/group/topic/177459566/
899,九斤日规,C9还没毕业就黄了十几个项目，分享倒霉编剧经历（被审重发）,139,https://www.douban.com/group/topic/177421707/
900,Vanilla,广东选调真的非常香 经管和文科的朋友可以看看（更正高校范围）,196,https://www.douban.com/group/topic/177064867/
901,都会好起来的,大家别five了，一人分享一个好的学习方法or习惯吧！,49,https://www.douban.com/group/topic/178027326/
902,养乐多绿半糖,大家都这么苦了应该报团取暖才是吧。。。,4,https://www.douban.com/group/topic/179421687/
903,M:E,6月了 我还没找到实习 秋招即将开始,20,https://www.douban.com/group/topic/178991840/
904,吃点甜品压压惊,感觉自己好废啊，刚看了一个记录大学生就业的纪录片，感觉自己真的好废啊，大学四年竟然没有为工作做准备。,33,https://www.douban.com/group/topic/178739687/
905,李健,🍐🍑 大家有没有在某些时候怨恨过父母（修改，为出生而无奈）虽然他们很为我这个five骄傲,142,https://www.douban.com/group/topic/177270197/
906,Porte Étroite,预备弃业的某211中医学生,37,https://www.douban.com/group/topic/178628270/
907,吃了,转行，跨考或冷门专业自救的捷径 第二学士学位，不看后悔！,45,https://www.douban.com/group/topic/177903308/
908,︶ 平凡的定义,来自一个已经接纳了自己的小镇做题家,57,https://www.douban.com/group/topic/176900969/
909,白老师的小眼镜,我猜不少five宝贝都有过度自省的毛病,110,https://www.douban.com/group/topic/177385827/
910,Lae,瓦房店做题家——在瓦房店，人人都是带做题家,15,https://www.douban.com/group/topic/178591243/
911,even_,从上海985本科去b区211读研，我做错了吗？,80,https://www.douban.com/group/topic/177540204/
912,云风,似乎很多five父母是教师,177,https://www.douban.com/group/topic/177123979/
913,河童,从用人部门角度分享下找工作的注意事项(缓慢更新),31,https://www.douban.com/group/topic/177753549/
914,子鱼,感觉很多心理上的困惑只有自己才能摸索出答案，代价也许会高昂,2,https://www.douban.com/group/topic/179797276/
915,🐰,父母认为一旦考研考公就可以考上，考不上就是自己不努力,24,https://www.douban.com/group/topic/178924385/
916,夏之逃逸,peer pressure & 找不到自己真正喜欢做的事,13,https://www.douban.com/group/topic/179058632/
917,安juno,某红圈所招聘——分享给学法律的各位,120,https://www.douban.com/group/topic/177341427/
918,robin,Five大学后街创业计划！摆摊吧，Five浪！,20,https://www.douban.com/group/topic/178912581/
919,QWER,five里面从生到现在没有杏生活的人有多少,51,https://www.douban.com/group/topic/178373329/
920,今样,有没有忽然从某个点开始莫名丧成five的同学,47,https://www.douban.com/group/topic/178445887/
921,hhhhhhhh,一想到有一堆结课论文要写 我就想暴食,9,https://www.douban.com/group/topic/179331661/
922,王岷,你们真的相信学科sense吗，还是没找到学习方法的原因？,21,https://www.douban.com/group/topic/178849221/
923,云起风萧,非典型师范985中文系学生的自白,172,https://www.douban.com/group/topic/177147303/
924,凰蕼,当我说我five的时候实际上是有一个核心的,14,https://www.douban.com/group/topic/179107759/
925,步之遥,其实光看帖子本组fw还是有明显的质的区别的,3,https://www.douban.com/group/topic/179320995/
926,123,在家废物一年后头发变多了,11,https://www.douban.com/group/topic/179318453/
927,燕七,全心全意准备省考！保证一天最低6小时学习时间,129,https://www.douban.com/group/topic/177559892/
928,午夜榨桃,舍友太积极向上了，我好five,31,https://www.douban.com/group/topic/178519773/
929,狗狗,增加首页含废量，有没有毫无追求的同类,9,https://www.douban.com/group/topic/179239818/
930,养乐多绿半糖,大家有没有考研考四次的。。。,159,https://www.douban.com/group/topic/177473801/
931,宇野实彩子,伪小语种日语专业的出路文科天坑专业也应该有日语的名字,22,https://www.douban.com/group/topic/178794567/
932,瞬昼白,为什么在大学找不到好朋友,79,https://www.douban.com/group/topic/177901414/
933,Vinci,本组five比例严重下滑（“five内卷化”的诞生？）,119,https://www.douban.com/group/topic/177198092/
934,七无女子,我好像开启了自毁计划,125,https://www.douban.com/group/topic/177463043/
935,TINAEARTH,【非开车严肃向】five们有受虐倾向吗,38,https://www.douban.com/group/topic/178472511/
936,JKharuse,会计five裸辞两个月在家被嫌弃出去面试打工被妈妈骂滚,151,https://www.douban.com/group/topic/177048311/
937,郑no.,一群无病呻吟逃避社会逃避现实的利己主义者——看到一个这个评论 ，我好像确实是这样。,106,https://www.douban.com/group/topic/177223206/
938,别驴我，没结果,文科学术废崩溃之这次受够啦（巨长啰嗦+丧预警）,29,https://www.douban.com/group/topic/178274500/
939,[已注销],沉迷Zw，缺少和人的交流，不知道人生该怎么度过，觉得人生毫无希望,77,https://www.douban.com/group/topic/177987164/
940,惆怅清狂,大家有什么理想工作吗？,420,https://www.douban.com/group/topic/176466728/
941,咚咚锵和本恰恰,要是人人都能努力上进，这世上哪还有废物呢？,7,https://www.douban.com/group/topic/179188236/
942,黑黑绿绿稻草人,如何克服在天才学霸同学/导师面前的自卑感,6,https://www.douban.com/group/topic/179396251/
943,达拉崩吧,父母都是年迈农民我该不该考研,81,https://www.douban.com/group/topic/177692466/
944,无他,压力大焦虑的时候有没有人和我一样喜欢暴饮暴食,38,https://www.douban.com/group/topic/178367037/
945,Velma,我不知道该怎么回复鼓励我的表姨,14,https://www.douban.com/group/topic/179070974/
946,希望2020暴富,法学fw出路讨论,20,https://www.douban.com/group/topic/178770219/
947,言,有没有抑郁症痊愈或突然一段时间很开心的five,40,https://www.douban.com/group/topic/178430644/
948,喂他柠檬茶,有的人在five组自称five……,10,https://www.douban.com/group/topic/178918537/
949,已注销,本校five定义和可发帖内容❗️不要再重复吐槽含废量❌,37,https://www.douban.com/group/topic/177854107/
950,今年头发浓密,有没有人不敢对外说自己是985的…,183,https://www.douban.com/group/topic/176985012/
951,活动人偶,笑死我了，我读农学的我爸妈觉得我本科毕业轻轻松松进农业局，我室友环工的他爸妈觉得他毕业轻轻松松进环保局hhhh,17,https://www.douban.com/group/topic/178939264/
952,🌻,各位小镇做题家们上大学以后落差最大的地方来自哪里呢？,29,https://www.douban.com/group/topic/178549782/
953,notAbot,分享&自救 | 毕业多年的我总结出了这些经验教训 （新增如何network找工作）,77,https://www.douban.com/group/topic/176857773/
954,性感废物,完全找不到未来方向,8,https://www.douban.com/group/topic/179371509/
955,化简可得,小镇做题家这个词果然火了,7,https://www.douban.com/group/topic/179225831/
956,我有一点点聪明,天坑专业five希望有sgu经验的前辈指教🙏拜托拜托,39,https://www.douban.com/group/topic/178439214/
957,Celia,非一线城市，家庭出身背景一般的组员，一定要考虑好家庭后路,111,https://www.douban.com/group/topic/176977559/
958,Yume,自我肯定感很低的five,9,https://www.douban.com/group/topic/179218510/
959,安哥拉,感觉我们组好丧啊！！！985起码带你脱离了原生环境吧？,176,https://www.douban.com/group/topic/177279780/
960,www,我爸，一个五十多岁的小镇做题家,21,https://www.douban.com/group/topic/178228272/
961,Monster,越活越想做厨师,60,https://www.douban.com/group/topic/177784106/
962,请多多指教~,有没有政治学相关的本科朋友来讨论讨论出路呀！,8,https://www.douban.com/group/topic/179331949/
963,芝士盐宝,被前舍友+她的男性朋友语言恐吓，将近一年还是有点PTSD,57,https://www.douban.com/group/topic/178000164/
964,江湖骗子,组里有些人能不能开一个985精英引进计划，去专组讨论？,59,https://www.douban.com/group/topic/177603584/
965,想飞的鱼,five们原生家庭幸福吗,27,https://www.douban.com/group/topic/178584912/
966,橙子味硬糖,在职考清华新传学硕面试被刷，三次失败，生活要捶死我了,103,https://www.douban.com/group/topic/177480826/
967,ID600520,自媒体进来，让five深深不安,3,https://www.douban.com/group/topic/179506285/
968,糖吃多了会蛀牙,毕业四年在公司洗手间哭泣的fw,93,https://www.douban.com/group/topic/177402677/
969,小夏不会害怕,如何和学姐学长打成一片,48,https://www.douban.com/group/topic/177944745/
970,狂吃胡萝卜,想起刚上大学的时候，高中校友告诉我要做精英,41,https://www.douban.com/group/topic/177956527/
971,生菜,界面文化跟咱们组有关的一篇文章,12,https://www.douban.com/group/topic/178992897/
972,我觉得8行,拿到了一个不难的offer,25,https://www.douban.com/group/topic/178654928/
973,阿织,或许现在的我们就像曾经日本的平成废物？,97,https://www.douban.com/group/topic/177461995/
974,Dan,研究生三年，没拿到学位,68,https://www.douban.com/group/topic/176996654/
975,北美董明珠,拖延症废物自救分享帖,45,https://www.douban.com/group/topic/177251550/
976,keybone,每次在组里冲浪总是一半痛苦一半治愈,7,https://www.douban.com/group/topic/179308335/
977,达拉蹦吧,废物拯救计划——放下手机去看书,3,https://www.douban.com/group/topic/179609238/
978,江洋,关于商科：无数次深夜痛哭得出的真理,162,https://www.douban.com/group/topic/176591781/
979,08,前老板被抓了，我从此飘泊,9,https://www.douban.com/group/topic/179191552/
980,小狗也说不知道,退学，想退学了 或者说不想入学了,7,https://www.douban.com/group/topic/179182339/
981,怕被搜索到名字,大二化学生的摆摊日记,7,https://www.douban.com/group/topic/179092398/
982,梅遏,总结一下自己认识的一部分“小镇做题家”,116,https://www.douban.com/group/topic/176754811/
983,清禾,本待业废物决定一条路走到黑,12,https://www.douban.com/group/topic/179025776/
984,Hosico,出国废物两年后被人脉捞起（大家一定要发挥特长+相信自己,162,https://www.douban.com/group/topic/176517555/
985,炸鸡俊太郎🍗,不觉得组里算命师浓度太高了吗？,15,https://www.douban.com/group/topic/178904484/
986,笨比小蓝,想问下，当年挤破头去北上广上学的，你们现在幸福吗,263,https://www.douban.com/group/topic/176688902/
987,啦啦啦,说说选择教培行业的好与坏,41,https://www.douban.com/group/topic/178074976/
988,我想睡觉了,这个组里是不是很多人都有抑郁症啊,73,https://www.douban.com/group/topic/177607403/
989,今月典,讨论经验|大家有没有什么不值一提的小特长（值得一提的也行,214,https://www.douban.com/group/topic/176852287/
990,已注销,【成立各分部】98five大学的校区建设,101,https://www.douban.com/group/topic/176987315/
991,已注销,【研友、聊天群、自习室集中楼】大家不要单独开帖，豆瓣官方提醒我啦！聊天建群请在集中楼里！,491,https://www.douban.com/group/topic/176405436/
992,Alien·12,组里是不是也有一群人是身体不太好的类型，气短胸闷心悸只能躺平？,143,https://www.douban.com/group/topic/177193798/
993,！,组里好像大于25的很少？从小做事没意志力，容易粗心，成就感极低的，感觉人生越来越滑坡，可能有ADHD。。。,25,https://www.douban.com/group/topic/178282963/
994,安娜卡列尼娜,本科清华，研究生在火星理工念得，在太阳系央企工作，年薪五亿感觉好丧,114,https://www.douban.com/group/topic/177295470/
995,啦啦啦,我的猫太可爱了，忍不住给大家都看看，没有什么是养猫不能解决的,24,https://www.douban.com/group/topic/178428699/
996,夜深人静,感到从社会的角度说，我已经香了,160,https://www.douban.com/group/topic/176788615/
997,猫,小镇做题家的出路是什么？,212,https://www.douban.com/group/topic/176529298/
998,吴进进,我是一个人吗？19届二战失败在家待业...,72,https://www.douban.com/group/topic/177727764/
999,宁珺,我一定是最废的医学生了,19,https://www.douban.com/group/topic/178694654/
1000,莫库什勒,发现很少有新传的来分享five经历诶！,99,https://www.douban.com/group/topic/177466929/
1001,拼拼,我觉得一直被推着往上走真的好累,11,https://www.douban.com/group/topic/179003077/
1002,而东,降转经济学是一个不错的选择吗？,19,https://www.douban.com/group/topic/178673912/
1003,江湖骗子,只有我觉得985的帅哥更少吗,159,https://www.douban.com/group/topic/177173455/
1004,白飘飘,删,3,https://www.douban.com/group/topic/179356649/
1005,风滚草,你们有这种习惯吗,22,https://www.douban.com/group/topic/178501912/
1006,yuyu,废物自救and以后规划！,26,https://www.douban.com/group/topic/178501179/
1007,Linus,这样也能进金融：工科985里的弱势经管专业，无任何背景资源,68,https://www.douban.com/group/topic/176873607/
1008,好名字,【高考志愿科普第一弹】信息安全学什么？,3,https://www.douban.com/group/topic/179499690/
1009,July,大家觉得大学的一些理论课程真的有用吗？,26,https://www.douban.com/group/topic/178354613/
1010,小河有姜,可以斗胆说说我对读研的看法吗,146,https://www.douban.com/group/topic/176780093/
1011,已注销,5.30今晚电台仍然是8点半开始❗️,78,https://www.douban.com/group/topic/177585342/
1012,chandelier,小组作业同学之间是不是存在圈层？,90,https://www.douban.com/group/topic/177094268/
1013,绿大树,吐槽&经历 | 十年弯路，小型复盘,10,https://www.douban.com/group/topic/179068713/
1014,谢兰顿,删,80,https://www.douban.com/group/topic/177183965/
1015,Paprika,关于理工科日本留学,105,https://www.douban.com/group/topic/176964350/
1016,亡羊,翻译专业兜兜转转回到教育行业,22,https://www.douban.com/group/topic/178503731/
1017,汪水承,某华五计算机学生的碎碎念,148,https://www.douban.com/group/topic/176885789/
1018,贾玲,新闻专业的出路是不是双学位,3,https://www.douban.com/group/topic/179436664/
1019,hit you dudu,作为废物现在最羡慕的专业？,367,https://www.douban.com/group/topic/176284942/
1020,锦鲤兔,吊车尾金牌选手的烂尾楼人生,9,https://www.douban.com/group/topic/179018609/
1021,Yancy,我组被界面报道了!,6,https://www.douban.com/group/topic/179207248/
1022,樱樱子,就要报名家乡的名校人才引进时，发现名单里并没有我们学校…,18,https://www.douban.com/group/topic/178555484/
1023,鱼鱼鱼鱼,five也许是有原因的！昨天在上海精神卫生中心确诊了……觉得不对还是要看医生。,110,https://www.douban.com/group/topic/176891948/
1024,冲冲冲,有木有睡眠质量特别差的five,46,https://www.douban.com/group/topic/177907109/
1025,:),有没有five是因为沉迷手机注意力下降，慢慢不自制废掉的？,34,https://www.douban.com/group/topic/178090886/
1026,Carolyn,坐标日本，想说说自己的失败故事，不知道有没有人愿意听。,113,https://www.douban.com/group/topic/177135338/
1027,长白山上的月,一直自卑，不断挂科,4,https://www.douban.com/group/topic/179332588/
1028,东城西瓜,如果，有一个工作，保姆➕家教，也就是居家保姆主要带孩子，教写作业陪玩儿等，不需要做其他的家务活，月薪两万，你们愿意去吗？,44,https://www.douban.com/group/topic/178059764/
1029,Acan🍉,我发现了一个five定律（补充修正中,46,https://www.douban.com/group/topic/177305817/
1030,咸鱼想打挺,历史专业的学生怎么办？？？,236,https://www.douban.com/group/topic/176736430/
1031,江湖骗子,其实我们没那么five，只是期待太高了,94,https://www.douban.com/group/topic/176734063/
1032,Hazel!,是经济形势和时局不好 不是你的错 不必自责了 真不一定是你的错,110,https://www.douban.com/group/topic/176661941/
1033,王岷,所以岗位要求里“对数据敏感”到底是什么意思啊，本商科five在线发问,21,https://www.douban.com/group/topic/178466821/
1034,安妮居里加图索,社恐five的朋友为什么人缘都好到爆炸😂,22,https://www.douban.com/group/topic/178352651/
1035,第三杯气泡水,谈谈自己和原生家庭的和解经历,56,https://www.douban.com/group/topic/177474900/
1036,Sofishic,羡慕大家还是小镇做题家，我已经是前小镇做题家了,21,https://www.douban.com/group/topic/178154632/
1037,cookie好吃,（新增投票）大家喜欢自己的母校吗？,268,https://www.douban.com/group/topic/176613654/
1038,妹妹真乖,大家是怎么应对peer presure的,119,https://www.douban.com/group/topic/176677713/
1039,马走龙,five里有没有爱抽烟喝酒的,93,https://www.douban.com/group/topic/177435107/
1040,Momoko乌龙,分享点适合five看的剧,52,https://www.douban.com/group/topic/177587984/
1041,柏柏,小镇做题家被真实故事计划推送了,15,https://www.douban.com/group/topic/178516502/
1042,啊悠子,如何改正陷入低落情绪/过度焦虑时暴饮暴食的倾向,55,https://www.douban.com/group/topic/177738939/
1043,江湖骗子,有没有很恶心自己的专业课的？,97,https://www.douban.com/group/topic/177399742/
1044,💫,infp想重读一个本科，各位大噶有没有什么推荐的专业,43,https://www.douban.com/group/topic/177856682/
1045,冰 风,大家的人格类型是否是INFP,275,https://www.douban.com/group/topic/176462188/
1046,林同学,【分析观察】当我们讨论废物时，我们在讨论什么——组内长贴分析,163,https://www.douban.com/group/topic/175934610/
1047,srds,正在参加本科论文答辩，突然觉得自己过去的坚持就是个笑话,17,https://www.douban.com/group/topic/178580826/
1048,已注销,硕士不值钱吧,61,https://www.douban.com/group/topic/177731678/
1049,NaNaNa,five们的梦想都是啥,212,https://www.douban.com/group/topic/176783347/
1050,haha,我是你们有点鬼畜的同类,3,https://www.douban.com/group/topic/179346329/
1051,江湖骗子,6年毕业的辣鸡讲下自己的经历,58,https://www.douban.com/group/topic/177225012/
1052,芽术,你们有没有记录idea的习惯？,57,https://www.douban.com/group/topic/177009137/
1053,王岷,985five当年为何成为985，现在又为何变成five了呢,27,https://www.douban.com/group/topic/178293552/
1054,小甜饼爱好者,我曾经也是个学霸,35,https://www.douban.com/group/topic/178119224/
1055,adae,各位有没有想过，这么five其实绝大部分的锅可能在时代和经济大环境？,33,https://www.douban.com/group/topic/177992138/
1056,猪化石,删,104,https://www.douban.com/group/topic/176993433/
1057,Lark,如何在人群中既友善又保持自我？有没有有关书籍推荐？,19,https://www.douban.com/group/topic/178367487/
1058,你你你你你你,想问一下有文科劝退专业英语  研究生笔译 毕业之后去向怎么样？能糊口吗,88,https://www.douban.com/group/topic/177331339/
1059,杨醒醒,房间里的大象,134,https://www.douban.com/group/topic/177059841/
1060,椰子超好吃,🍑一下教育部最新发布的二学士学位失业five回收计划,26,https://www.douban.com/group/topic/178062297/
1061,乖乖隆地咚,看了几个帖子 我都不配说自己985了,78,https://www.douban.com/group/topic/177212475/
1062,ellenaJ,已删,26,https://www.douban.com/group/topic/177867628/
1063,🍮,今年找实习真的急也没用,8,https://www.douban.com/group/topic/178907082/
1064,上海铁废物,如果你的学历只有二本，生活会不会比现在好(更新故事一则),129,https://www.douban.com/group/topic/176745874/
1065,金子涵老公,给大家说一个非常非常赚钱的职业,65,https://www.douban.com/group/topic/177602995/
1066,已注销,我觉得自己最后的翻盘机会就是考公考编了,15,https://www.douban.com/group/topic/178616616/
1067,跌倒的柠檬,结束悲惨的最有效方式就是死亡吧,39,https://www.douban.com/group/topic/177932097/
1068,钟撞大梦醒,group:小镇梦想家 的考编打卡,25,https://www.douban.com/group/topic/178220324/
1069,Serendipity,父母接受不了我是普通人,70,https://www.douban.com/group/topic/177537878/
1070,嚣张的张,你们觉得我们和方鸿渐像吗？,51,https://www.douban.com/group/topic/177648522/
1071,橘子和桃子,（更新后续，抑郁暴食自救）去年211财经毕业之后我变成了家里蹲,148,https://www.douban.com/group/topic/176795268/
1072,Eis,已经废了三年了，接下来就希望能专心开题写论文,6,https://www.douban.com/group/topic/179056453/
1073,∏,目前关于教育部第二学士学位通知的组内帖汇总,25,https://www.douban.com/group/topic/178285139/
1074,团团蜗牛,删,36,https://www.douban.com/group/topic/177603162/
1075,江湖骗子,top2经管废物又来一个 就业两眼一黑,28,https://www.douban.com/group/topic/178173306/
1076,江湖骗子,我们之所以five，往往是败给了自律。,9,https://www.douban.com/group/topic/177905605/
1077,已注销,98five之歌,62,https://www.douban.com/group/topic/176885396/
1078,一时开不得口,讨论&咨询|“城镇梦想家”的隐居想法，也算是个征友贴？,44,https://www.douban.com/group/topic/177626079/
1079,snowballwyc,推荐自卑，迷茫，有讨好型人格的小伙伴看看这本书,11,https://www.douban.com/group/topic/178551862/
1080,Paprika,可不可以理解为：熬夜是对睡觉的一种拖延。,44,https://www.douban.com/group/topic/177605756/
1081,豆友216479732,小镇做题家，那城市是什么啊？城市啃老族，玩废家？,162,https://www.douban.com/group/topic/176594760/
1082,大邱传奇,TOP3应届 觉得自己连活着都是在浪费空气,129,https://www.douban.com/group/topic/176704691/
1083,苦苦泡芙,家庭整体水平的提高是靠一代代人的努力,12,https://www.douban.com/group/topic/178340957/
1084,憨p军团,我真的太不想考研了,92,https://www.douban.com/group/topic/177072197/
1085,asuka,在失学失业边缘的应届研究生,17,https://www.douban.com/group/topic/178477309/
1086,不是萝莉,跟男朋友说了这个组，然后他说……,251,https://www.douban.com/group/topic/176487504/
1087,QWER,我想知道进这个话题的人们，体能怎么样，是不是体能也偏弱天天嗜睡……,151,https://www.douban.com/group/topic/176841631/
1088,夏天的风,非常感谢！,49,https://www.douban.com/group/topic/177741696/
1089,已注销,今晚电台8点半，举行开学典礼,105,https://www.douban.com/group/topic/176826199/
1090,Maryyy,室友30w+，我4000的工作干了两年还裸辞了,54,https://www.douban.com/group/topic/177551301/
1091,青拂,朋友二战考上南大，妈妈的话让我再次觉得自己是个废物,77,https://www.douban.com/group/topic/176590548/
1092,眉毛长得很好,得不到正反馈才是持续five的真正原因吧,13,https://www.douban.com/group/topic/178461990/
1093,persistence,做题家们都有什么不费眼睛的爱好吗？,44,https://www.douban.com/group/topic/177745265/
1094,宁揽茝,将来想走选调生是考研P大地理还是中流985的马克思主义,77,https://www.douban.com/group/topic/177365566/
1095,猫姆,pua以后身心全面失控，不可避免的成了five（音乐专业top 1，勉强算做985吧）,159,https://www.douban.com/group/topic/176431550/
